sample_id,text,true_label,pred_small,pred_medium,pred_large,confidence_small,confidence_medium,confidence_large,latency_small_ms,latency_medium_ms,latency_large_ms,small_correct,medium_correct,large_correct,all_models_wrong,first_success_model,difficulty_level,estimated_routing_latency_ms
119,comes ... uncomfortably close to coasting in the treads of the bicycle thief . ,0,0,0,0,0.9914349913597108,0.9940567016601562,0.9987114667892456,20.359600021038204,48.87280002003536,150.91809997102246,True,True,True,False,small,1,20.359600021038204
120,"warm water under a red bridge is a quirky and poignant japanese film that explores the fascinating connections between women , water , nature , and sexuality . ",1,1,1,1,0.9998489618301392,0.9995490908622742,0.9989022016525269,24.928400001954287,51.20270000770688,184.9919999949634,True,True,True,False,small,1,24.928400001954287
121,it seems to me the film is about the art of ripping people off without ever letting them consciously know you have done so ,0,1,1,0,0.997744083404541,0.8237828016281128,0.9994889497756958,21.48180000949651,45.02630000934005,165.8319000271149,False,False,True,False,large,3,232.34000004595146
122,old-form moviemaking at its best . ,1,1,1,1,0.9857876300811768,0.9958380460739136,0.9981947541236876,20.160700019914657,33.04260002914816,145.7300999900326,True,True,True,False,small,1,20.160700019914657
123,turns potentially forgettable formula into something strangely diverting . ,1,0,1,1,0.9925455451011658,0.9881699085235596,0.9989197254180908,16.565300000365824,37.5110000022687,135.34710003295913,False,True,True,False,medium,2,54.076300002634525
124,"( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place . ",1,1,1,1,0.9992351531982422,0.6730434894561768,0.9986918568611144,25.32139996765181,53.824300004635006,188.3917999803089,True,True,True,False,small,1,25.32139996765181
125,a movie that reminds us of just how exciting and satisfying the fantasy cinema can be when it 's approached with imagination and flair . ,1,1,1,1,0.9998750686645508,0.9997716546058656,0.9988877177238464,25.039499974809587,42.88779996568337,167.03439998673275,True,True,True,False,small,1,25.039499974809587
126,confirms the nagging suspicion that ethan hawke would be even worse behind the camera than he is in front of it . ,0,0,0,0,0.9823320508003236,0.956449568271637,0.9987012147903442,22.12620002683252,48.97460003849119,176.72719998518005,True,True,True,False,small,1,22.12620002683252
127,"in the end , we are left with something like two ships passing in the night rather than any insights into gay love , chinese society or the price one pays for being dishonest . ",0,0,0,0,0.999635934829712,0.9962403774261476,0.9995025396347046,25.59910004492849,60.775999969337136,218.57259998796508,True,True,True,False,small,1,25.59910004492849
128,montias ... pumps a lot of energy into his nicely nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters . ,1,1,1,1,0.9997511506080629,0.99964702129364,0.998913049697876,23.178600007668138,65.71670004632324,185.0219999905676,True,True,True,False,small,1,23.178600007668138
129,"it provides the grand , intelligent entertainment of a superior cast playing smart people amid a compelling plot . ",1,1,1,1,0.9998844861984252,0.9997370839118958,0.9989150762557985,18.679499975405637,48.51969995070249,179.72150002606213,True,True,True,False,small,1,18.679499975405637
130,suffers from the lack of a compelling or comprehensible narrative . ,0,0,0,0,0.9997965693473816,0.9988669157028198,0.9994903802871704,22.86150003783405,45.56929995305836,169.84859999502078,True,True,True,False,small,1,22.86150003783405
131,"in execution , this clever idea is far less funny than the original , killers from space . ",0,0,0,0,0.9997319579124452,0.9944289922714232,0.99949848651886,20.883699995465577,56.46360001992434,189.2943999846466,True,True,True,False,small,1,20.883699995465577
132,scooby dooby doo / and shaggy too / you both look and sound great . ,1,1,1,1,0.9998564720153807,0.999537467956543,0.998785674571991,20.824500010348856,50.2272000303492,169.75060000550002,True,True,True,False,small,1,20.824500010348856
133,"the tale of tok ( andy lau ) , a sleek sociopath on the trail of o ( takashi sorimachi ) , the most legendary of asian hitmen , is too scattershot to take hold . ",0,0,0,0,0.9995467066764832,0.9857195019721984,0.9994680285453796,22.6319000357762,66.1915999953635,246.92569999024272,True,True,True,False,small,1,22.6319000357762
134,it all drags on so interminably it 's like watching a miserable relationship unfold in real time . ,0,0,0,0,0.999232053756714,0.9976108074188232,0.9994749426841736,20.41589998407289,51.74150003585965,197.78769998811185,True,True,True,False,small,1,20.41589998407289
135,"pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far exceed the abilities of writer adam larson broder and his co-director , tony r. abrams , in their feature debut . ",0,1,0,1,0.9202576875686646,0.98002827167511,0.9917883276939392,27.34420000342652,66.47060002433136,195.9836999885738,False,True,False,False,medium,2,93.81480002775788
136,looks and feels like a project better suited for the small screen . ,0,0,0,0,0.9987214207649232,0.9966112971305848,0.9993484616279602,20.70570003706962,46.07510002097115,169.09989999840036,True,True,True,False,small,1,20.70570003706962
137,"forced , familiar and thoroughly condescending . ",0,0,0,0,0.999755561351776,0.9991033673286438,0.9994727969169616,17.633700044825673,41.85679997317493,165.85459996713325,True,True,True,False,small,1,17.633700044825673
138,that is a compliment to kuras and miller . ,1,1,1,1,0.9998264908790588,0.9990766048431396,0.998348355293274,17.272899975068867,45.7211000029929,217.30099996784705,True,True,True,False,small,1,17.272899975068867
139,it 's not the ultimate depression-era gangster movie . ,0,0,0,0,0.9996045231819152,0.9976723790168762,0.9957798719406128,17.997399962041527,51.26350000500679,167.30739997001365,True,True,True,False,small,1,17.997399962041527
140,sacrifices the value of its wealth of archival foot-age with its less-than-objective stance . ,0,0,0,0,0.9996292591094972,0.9905755519866944,0.9994770884513856,21.7613999848254,59.289900003932416,185.10130001232028,True,True,True,False,small,1,21.7613999848254
141,the character of zigzag is not sufficiently developed to support a film constructed around him . ,0,0,0,0,0.9997902512550354,0.9986472725868224,0.9994810223579408,21.3588000042364,52.78399999951944,173.33650001091883,True,True,True,False,small,1,21.3588000042364
142,what better message than ` love thyself ' could young women of any size receive ? ,1,0,0,1,0.9917102456092834,0.980432391166687,0.9974738955497742,21.05329994810745,53.60189999919385,167.16159996576607,False,False,True,False,large,3,241.81679991306737
143,a solid film ... but more conscientious than it is truly stirring . ,1,1,0,1,0.9995518326759338,0.8885176777839661,0.995112955570221,19.31130001321435,48.085100017488,170.55650003021583,True,False,True,False,small,1,19.31130001321435
144,"while ( hill ) has learned new tricks , the tricks alone are not enough to salvage this lifeless boxing film . ",0,0,0,0,0.9997273087501526,0.9984295964241028,0.9995089769363404,19.03409999795258,57.61390004772693,176.01760005345568,True,True,True,False,small,1,19.03409999795258
145,the best that can be said about the work here of scottish director ritchie ... is that he obviously does n't have his heart in it . ,0,1,0,0,0.8561829924583435,0.9972412586212158,0.9994982481002808,24.356400012038648,57.475300040096045,202.71109999157488,False,True,True,False,medium,2,81.83170005213469
146,"about a manga-like heroine who fights back at her abusers , it 's energetic and satisfying if not deep and psychological . ",1,1,1,1,0.999845027923584,0.9996925592422484,0.99836927652359,24.015799979679286,58.35310003021732,175.50469998968765,True,True,True,False,small,1,24.015799979679286
147,the talented and clever robert rodriguez perhaps put a little too much heart into his first film and did n't reserve enough for his second . ,0,0,0,1,0.9742418527603148,0.6498570442199707,0.9786649346351624,25.968900008592755,55.042600026354194,182.3416000115685,True,True,False,False,small,1,25.968900008592755
148,feels too formulaic and too familiar to produce the transgressive thrills of early underground work . ,0,0,0,0,0.9998016953468324,0.999103307723999,0.9994972944259644,23.766300000716,52.70279996329919,190.54490001872185,True,True,True,False,small,1,23.766300000716
149,"the volatile dynamics of female friendship is the subject of this unhurried , low-key film that is so off-hollywood that it seems positively french in its rhythms and resonance . ",1,1,1,1,0.990090012550354,0.9981462955474854,0.9979814291000366,27.109999966342,61.06900004670024,217.5518000149168,True,True,True,False,small,1,27.109999966342
150,overall very good for what it 's trying to do . ,1,1,1,1,0.9998157620429992,0.9992105960845948,0.9988728165626526,20.89949999935925,49.03210001066327,176.5339000266977,True,True,True,False,small,1,20.89949999935925
151,"a big , gorgeous , sprawling swashbuckler that delivers its diversions in grand , uncomplicated fashion . ",1,1,1,1,0.9998273253440856,0.9996638298034668,0.9989038705825806,25.25449998211116,52.364900009706616,221.79280000273135,True,True,True,False,small,1,25.25449998211116
152,"a difficult , absorbing film that manages to convey more substance despite its repetitions and inconsistencies than do most films than are far more pointed and clear . ",1,1,1,1,0.998794436454773,0.9996032118797302,0.998884379863739,30.212500016205013,54.180000035557896,192.34780000988397,True,True,True,False,small,1,30.212500016205013
153,the heavy-handed film is almost laughable as a consequence . ,0,0,0,0,0.9987393021583556,0.9990658164024352,0.9994856119155884,23.06410000892356,45.30410002917051,176.94749997463077,True,True,True,False,small,1,23.06410000892356
154,a solid examination of the male midlife crisis . ,1,1,1,1,0.9997395873069764,0.9991638660430908,0.9988595247268676,18.180100014433265,39.92299997480586,164.02710002148524,True,True,True,False,small,1,18.180100014433265
155,a nightmare date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker platitudes . ,0,0,0,0,0.9992893934249878,0.9991649389266968,0.9995037317276,26.70579997356981,61.88559997826815,221.7598000424914,True,True,True,False,small,1,26.70579997356981
156,"manages to transcend the sex , drugs and show-tunes plot into something far richer . ",1,1,1,1,0.9997184872627258,0.9993047714233398,0.9988718628883362,21.45639999071136,52.585700002964586,195.69349999073893,True,True,True,False,small,1,21.45639999071136
157,it takes talent to make a lifeless movie about the most heinous man who ever lived . ,0,0,0,0,0.9997040629386902,0.9912967681884766,0.9991458654403688,22.491100011393428,58.1747000105679,176.16729997098446,True,True,True,False,small,1,22.491100011393428
158,"by getting myself wrapped up in the visuals and eccentricities of many of the characters , i found myself confused when it came time to get to the heart of the movie . ",0,1,0,0,0.9935867786407472,0.6741322875022888,0.9994462132453918,22.64589996775612,58.89769998611882,209.96490004472437,False,True,True,False,medium,2,81.54359995387495
159,"like leon , it 's frustrating and still oddly likable . ",1,1,1,0,0.999848484992981,0.9992534518241882,0.973749339580536,17.22829998470843,48.3523000148125,160.9702999703586,True,True,False,False,small,1,17.22829998470843
160,"uncommonly stylish but equally silly ... the picture fails to generate much suspense , nor does it ask searching enough questions to justify its pretensions . ",0,0,0,0,0.9997588992118835,0.998865246772766,0.9995118379592896,21.241199981886894,63.0331999855116,188.64300003042445,True,True,True,False,small,1,21.241199981886894
161,not exactly the bees knees ,0,0,0,0,0.9991471767425536,0.9858273267745972,0.99616676568985,20.70269995601848,36.3457000348717,154.34529999038205,True,True,True,False,small,1,20.70269995601848
162,"there seems to be no clear path as to where the story 's going , or how long it 's going to take to get there . ",0,0,0,0,0.9997187256813048,0.9987359642982484,0.9994852542877196,26.13230003044009,52.23109998041764,179.412700003013,True,True,True,False,small,1,26.13230003044009
